Date,Time,Hour,Year,Month,Day,DayOfWeek,Crash Latitude,Crash Longitude,KABCO Severity,# of Fatalities per Crash,# Serious Injuries,# Visible Injuries,Geolocated City,Geolocated County,Roadway (From Crash Report),Intersection Name (from Crash Report),Manner of Collision (Crash Level),Location at Impact (Crash Level),Light Conditions (Crash Level),Weather Conditions (Crash Level),Surface Condition (Crash Level),Agency Name (Crash Level),Safety Equipment (Crash Level),First Harmful Event (Unit Order),Most Harmful Event (Crash Level),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",join_id,Crash_to_TMAS_m
2022-04-13,15:20:00,15,2022,4,13,Wednesday,33.796695,-84.3951,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,74.69691954455175
2022-04-13,11:03:00,11,2022,4,13,Wednesday,33.795433,-84.394208,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,115.7071360429018
2022-04-14,17:30:00,17,2022,4,14,Thursday,33.79888,-84.395556,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Alden Ave Nw,I-75 S and Alden Ave Nw,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,Unknown,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,195.858315691309
2022-04-14,17:56:00,17,2022,4,14,Thursday,33.757138,-84.378723,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75I-85Sb,I-75I-85Sb and Freedom Pky,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,178.71417086791274
2022-04-14,01:57:00,1,2022,4,14,Thursday,33.793948,-84.391688,(A) Suspected Serious Injury,0.0,1.0,1.0,Atlanta,FULTON,I-75,None and I-75,Not a Collision with Motor Vehicle,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]",Over Turn,Over Turn,Driver Lost Control,R378,124.56139237736532
2022-04-14,15:40:00,15,2022,4,14,Thursday,33.793714,-84.391339,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75Sb Hov Lane,I-85Nb and I-75Sb Hov Lane,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Inattentive or Other Distraction (Distracted)""]",R378,159.3587821747394
2022-04-14,14:23:00,14,2022,4,14,Thursday,33.795639,-84.392289,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 South Exit,I-75 South Exit and I-85 North Entrance,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,71.65085690735943
2022-04-14,19:50:00,19,2022,4,14,Thursday,33.760569,-84.379564,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 I-85 North,Freedom Pky and I-75 I-85 North,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,229.5186698805793
2022-04-14,14:55:00,14,2022,4,14,Thursday,33.761928,-84.490522,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 Sb On-Ramp,I-20 Wb and I-285 Sb On-Ramp,Sideswipe-Same Direction,Entrance/Exit Ramp,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,208.739592485297
2022-04-15,21:46:00,21,2022,4,15,Friday,33.795617,-84.394502,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Exit 250 Rp,None and I-75 Exit 250 Rp,Angle Crash,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Other - Fixed Object"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,95.82604562095132
2022-04-15,12:36:00,12,2022,4,15,Friday,33.761554,-84.49269,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 Nb,I-20 and I-285 Nb,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,246.430524114522
2022-04-16,10:24:00,10,2022,4,16,Saturday,33.764967,-84.493287,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,219.35691639304892
2022-04-16,11:50:00,11,2022,4,16,Saturday,33.742773,-84.403198,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20,I-20 and Windsor St Sw,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Water (standing or moving),Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,315,61.059368700728605
2022-04-16,04:15:00,4,2022,4,16,Saturday,33.759691,-84.378979,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-75 85 Nb Expy Ne,I-75 85 Nb Expy Ne and Andrew Young International Blvd Ne,Not a Collision with Motor Vehicle,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Atlanta Police Department,Lap and Shoulder Belt Used,Other Non-Collision,Over Turn,Driver Lost Control,9,118.14379256146944
2022-04-16,00:01:00,0,2022,4,16,Saturday,33.795958,-84.392957,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Sideswipe-Same Direction,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R378,135.03236298633175
2022-04-17,13:03:00,13,2022,4,17,Sunday,33.757574,-84.378754,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,John Wesley Dobbs Ave Ne,I-75 S and John Wesley Dobbs Ave Ne,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,9,131.73100026810226
2022-04-18,19:45:00,19,2022,4,18,Monday,33.757728,-84.378397,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 Sb,I-7585 Sb and Peachtree Street,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,111.21825141761808
2022-04-18,12:30:00,12,2022,4,18,Monday,33.762711,-84.492652,(A) Suspected Serious Injury,0.0,1.0,0.0,Atlanta,FULTON,I-285,None and I-285,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Aggressive Driving""]",R376,137.10793026777037
2022-04-19,17:00:00,17,2022,4,19,Tuesday,33.874636,-84.446672,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Northbound,Mt Paran Rd and I-75 Northbound,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",308,61.75662024192769
2022-04-19,19:25:00,19,2022,4,19,Tuesday,33.759352,-84.379526,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Piedmont Ave,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,122.79950523027736
2022-04-19,09:24:00,9,2022,4,19,Tuesday,33.873576,-84.445948,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75 Southbound,Mt Paran Road and I-75 Southbound,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,308,82.27112097644567
2022-04-19,19:05:00,19,2022,4,19,Tuesday,33.743464,-84.377132,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,Hill St and I-20 West,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap Belt Only Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,148.82144802074322
2022-04-19,06:01:00,6,2022,4,19,Tuesday,33.742851,-84.403036,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 E,I-20 E and Northside Dr,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Driver Lost Control"",""Changed Lanes Improperly""]",315,44.604028936381525
2022-04-19,07:45:00,7,2022,4,19,Tuesday,33.798519,-84.396182,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 S,I-75 S and Deering Rd,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,218.15648331717372
2022-04-20,12:05:00,12,2022,4,20,Wednesday,33.799152,-84.392471,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Exit 85,Exit 85 and Peachtree St Ne,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,228.9608959024589
2022-04-20,18:06:00,18,2022,4,20,Wednesday,33.796635,-84.39339,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 N,I-75 N and I-85 N,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,Unknown,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,89.88628476104313
2022-04-20,08:30:00,8,2022,4,20,Wednesday,33.806799,-84.380399,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,69.05246552414957
2022-04-21,08:04:00,8,2022,4,21,Thursday,33.786206,-84.401896,(B) Suspected Minor/Visible Injury,0.0,0.0,3.0,Atlanta,FULTON,14Th St Nw,14Th St Nw and Snyder St Nw,Head On,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Failure to Yield,86,234.76225860416812
2022-04-21,09:08:00,9,2022,4,21,Thursday,33.807748,-84.379133,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 North,I-85 North and Peachtree St Overpass,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,92.14743657028409
2022-04-21,18:00:00,18,2022,4,21,Thursday,33.798516,-84.39618,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75Sb,I-75Sb and Northside Dr,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,217.83722330585584
2022-04-21,19:40:00,19,2022,4,21,Thursday,33.793982,-84.393335,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85Sb,I-85Sb and Peachtree Rd,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,170.5119793169156
2022-04-22,06:50:00,6,2022,4,22,Friday,33.687369,-84.399038,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dawn,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Misjudged Clearance"",""Misjudged Clearance""]",R357,211.36504986280605
2022-04-22,10:30:00,10,2022,4,22,Friday,33.808214,-84.378452,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85Nb,I-85Nb and Peachtree Rd,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",322,172.58463198141632
2022-04-22,17:39:00,17,2022,4,22,Friday,33.756498,-84.378612,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 South,I-7585 South and Martin Luther King Jr Dr,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,9,248.2236654461242
2022-04-22,14:05:00,14,2022,4,22,Friday,33.795323,-84.391851,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Interstate 75 South Hov,Deering Road and Interstate 75 South Hov,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap Belt Only Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R378,34.299764355986966
2022-04-22,15:29:00,15,2022,4,22,Friday,33.763853,-84.490981,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,I-285 and I-20 West,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,64.86516270098832
2022-04-22,05:55:00,5,2022,4,22,Friday,33.79841,-84.392967,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85Sb,Ga-13 and I-85Sb,Rear End,On Roadway - Non-Intersection,Dawn,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,138.17423691930765
2022-04-23,12:45:00,12,2022,4,23,Saturday,33.794641,-84.393331,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,131.00512045877733
2022-04-23,13:00:00,13,2022,4,23,Saturday,33.797952,-84.393265,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,86.64928123068621
2022-04-23,19:49:00,19,2022,4,23,Saturday,33.797226,-84.395441,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,130.9685733311673
2022-04-23,21:20:00,21,2022,4,23,Saturday,33.75982,-84.379054,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Andrew Young International Blvd Ne,Rear End,On Roadway - Roadway Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,134.05494746919987
2022-04-23,08:31:00,8,2022,4,23,Saturday,33.743943,-84.379295,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20,I-20 and Hill St Se,Angle Crash,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Shoulder Belt Only Used"",""Shoulder Belt Only Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Improper Turn,77,105.27540681493188
2022-04-24,00:30:00,0,2022,4,24,Sunday,33.796708,-84.393657,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and I-85 S,Sideswipe-Same Direction,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,68.55862989328249
2022-04-24,11:40:00,11,2022,4,24,Sunday,33.806144,-84.38119,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Angle Crash,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close""]",322,170.45518821249615
