Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"209-0118",3R : Rural Principal Arterial - Other,32.181603,-82.587554,2025,5350,Estimated,189,265,0.301,0.409,0.0852,0.51,6740,Short Term
"209-0121",3R : Rural Principal Arterial - Other,32.186224,-82.576884,2025,5290,Estimated,274,215,0.57,0.122,0.0901,0.61,6670,Short Term
"209-0123",3R : Rural Principal Arterial - Other,32.201170,-82.492500,2025,4780,Actual,91,250,0.167,0.523,0.1046,0.53,6020,CCS
"209-0132",5R : Rural Major Collector,32.155220,-82.570521,2025,120,Estimated,11,9,1.724,0.862,0.1638,0.79,150,Short Term
"209-0134",5R : Rural Major Collector,32.168712,-82.560119,2025,410,Estimated,,,,,0.1437,0.69,520,Short Term
"209-0136",5R : Rural Major Collector,32.179354,-82.564514,2025,210,Estimated,,,,,0.1423,0.71,270,Short Term
"209-0138",5R : Rural Major Collector,32.032223,-82.497580,2025,1450,Estimated,166,310,0.838,1.816,0.0964,0.52,1830,Short Term
"209-0141",5R : Rural Major Collector,32.034777,-82.504664,2025,1590,Estimated,138,300,1.08,1.017,0.0915,0.5,2000,Short Term
"209-0143",4R : Rural Minor Arterial,32.063867,-82.537464,2025,1450,Actual,101,224,0.346,1.244,0.0974,0.65,1830,Short Term
"209-0147",4R : Rural Minor Arterial,32.132317,-82.565242,2025,1260,Estimated,98,190,0.98,1.388,0.1004,0.58,1590,Short Term
"209-0149",4R : Rural Minor Arterial,32.170595,-82.590053,2025,1370,Actual,145,194,1.242,0.584,0.1045,0.56,1730,Short Term
"209-0150",4R : Rural Minor Arterial,32.174680,-82.594630,2025,1690,Estimated,112,89,0.364,0.121,0.0885,1,2130,Short Term
"209-0151",4R : Rural Minor Arterial,32.173800,-82.594488,2025,1650,Estimated,118,89,0.372,0.372,0.0887,1,2080,Short Term
"209-0152",4R : Rural Minor Arterial,32.175399,-82.595082,2025,2420,Estimated,123,197,0.389,0.648,0.102,0.51,3050,Short Term
"209-0154",4R : Rural Minor Arterial,32.188551,-82.593952,2025,2080,Estimated,132,161,0.689,0.246,0.0985,0.51,2620,Short Term
"209-0156",4R : Rural Minor Arterial,32.196039,-82.595972,2025,1600,Actual,132,231,0.752,1.003,0.0952,0.6,2020,Short Term
"209-0158",4R : Rural Minor Arterial,32.230902,-82.607028,2025,1180,Estimated,64,105,0.349,0.436,0.1004,0.52,1490,Short Term
"209-0161",4R : Rural Minor Arterial,32.286708,-82.595302,2025,880,Actual,54,140,0.566,1.018,0.1029,0.63,1110,Short Term
"209-0163",4R : Rural Minor Arterial,32.151470,-82.461592,2025,1500,Estimated,107,114,0.477,0.341,0.0975,0.57,1890,Short Term
"209-0165",4R : Rural Minor Arterial,31.972164,-82.514184,2025,4340,Estimated,308,711,1.04,1.348,0.1064,0.51,6050,Short Term
"209-0167",4R : Rural Minor Arterial,32.010933,-82.509975,2025,4390,Estimated,321,698,1.004,1.307,0.1039,0.55,6270,Short Term
"209-0169",4R : Rural Minor Arterial,32.026222,-82.508260,2025,4590,Estimated,322,693,0.649,0.984,0.0908,0.6,6840,Short Term
"209-0172",4R : Rural Minor Arterial,32.040956,-82.506033,2025,3700,Estimated,235,354,0.886,0.554,0.1097,0.5,4660,Short Term
"209-0174",4R : Rural Minor Arterial,32.067735,-82.487152,2025,3550,Estimated,223,317,0.549,0.578,0.0933,0.62,6560,Short Term
"209-0178",4R : Rural Minor Arterial,32.081172,-82.480968,2025,2360,Estimated,178,263,0.653,0.653,0.101,0.53,2970,Short Term
"209-0181",4R : Rural Minor Arterial,32.100459,-82.481855,2025,1830,Estimated,146,263,0.504,0.841,0.1099,0.56,2310,Short Term
"209-0185",4R : Rural Minor Arterial,32.134394,-82.475701,2025,2130,Estimated,167,263,0.549,0.899,0.0804,0.5,2800,Short Term
"209-0187",4R : Rural Minor Arterial,32.177332,-82.467334,2025,1140,Estimated,95,163,0.992,1.623,0.1326,0.61,1480,Short Term
"209-0189",5R : Rural Major Collector,32.284508,-82.633649,2025,370,Actual,31,35,0.539,0.27,0.1267,0.64,470,Short Term
"209-0192",5R : Rural Major Collector,32.192217,-82.563597,2025,370,Estimated,39,28,0.822,0.548,0.1096,0.68,470,Short Term
"209-0194",5R : Rural Major Collector,32.219866,-82.553157,2025,200,Estimated,15,2,0.498,0,0.1841,0.73,320,Short Term
"209-0196",5R : Rural Major Collector,32.267819,-82.538501,2025,230,Estimated,11,6,0.948,1.422,0.1137,0.8,320,Short Term
"209-0198",5R : Rural Major Collector,32.226747,-82.455358,2025,2890,Estimated,241,303,0.945,0.385,0.1638,0.64,3640,Short Term
"209-0201",5R : Rural Major Collector,32.341029,-82.425848,2025,290,Estimated,21,15,1.064,0.709,0.1241,0.63,460,Short Term
"209-0203",5R : Rural Major Collector,32.308582,-82.642449,2025,130,Estimated,6,0,0,0,0.1244,0.59,310,Short Term
"209-0205",6R : Rural Minor Collector,32.302759,-82.577379,2025,70,Estimated,9,3,4.348,0,0.1449,0.6,90,Short Term
"209-0209",6R : Rural Minor Collector,32.322764,-82.552202,2025,170,Estimated,13,10,1.212,0.606,0.1455,0.67,220,Short Term
"209-0212",5R : Rural Major Collector,32.308881,-82.532858,2025,910,Estimated,33,14,0.782,0.112,0.1084,0.51,1590,Short Term
"209-0214",5R : Rural Major Collector,32.286249,-82.494678,2025,1160,Estimated,,,,,0.1035,0.55,1760,Short Term
"209-0216",5R : Rural Major Collector,32.265977,-82.460009,2025,1610,Estimated,,,,,0.1035,0.6,2030,Short Term
"209-0218",5R : Rural Major Collector,32.304973,-82.492496,2025,340,Estimated,17,4,1.586,0,0.1299,0.55,430,Short Term
"209-0221",6R : Rural Minor Collector,32.168574,-82.536090,2025,270,Estimated,24,3,1.559,0,0.1603,0.76,500,Short Term
"209-0223",6R : Rural Minor Collector,32.152745,-82.494392,2025,320,Estimated,36,2,1.258,0,0.1289,0.61,400,Short Term
"209-0225",5R : Rural Major Collector,32.088433,-82.469800,2025,2370,Estimated,135,54,0.613,0.047,0.099,0.75,3560,Short Term
"209-0229",6R : Rural Minor Collector,32.076086,-82.467817,2025,770,Estimated,,,,,0.0978,0.51,1200,Short Term
"209-0232",6R : Rural Minor Collector,32.078786,-82.475033,2025,880,Estimated,,,,,0.1222,0.56,1110,Short Term
"209-0234",5R : Rural Major Collector,32.083411,-82.486930,2025,700,Estimated,,,,,0.1144,0.51,880,Short Term
"209-0236",5R : Rural Major Collector,32.101878,-82.509281,2025,460,Estimated,38,12,0.889,0.444,0.12,0.65,580,Short Term
"209-0238",5R : Rural Major Collector,32.141449,-82.543871,2025,600,Estimated,32,1,0,0,0.1234,0.8,760,Short Term
"209-0241",5R : Rural Major Collector,32.164784,-82.571671,2025,470,Estimated,30,4,1.164,0,0.1138,0.53,700,Short Term
"209-0243",6R : Rural Minor Collector,32.160575,-82.519535,2025,180,Estimated,,,,,0.1124,0.62,260,Short Term
"209-0247",5R : Rural Major Collector,31.990909,-82.526730,2025,1650,Estimated,,,,,0.0957,0.68,2410,Short Term
"209-0249",5R : Rural Major Collector,31.987338,-82.509540,2025,1290,Estimated,,,,,0.1064,0.56,3070,Short Term
"209-0252",5R : Rural Major Collector,32.176178,-82.577769,2025,620,Estimated,17,4,0,0,0.1124,0.52,780,Short Term
"209-0254",5R : Rural Major Collector,32.177830,-82.565443,2025,600,Estimated,,,,,0.0973,0.68,760,Short Term
"209-0256",5R : Rural Major Collector,32.181896,-82.569132,2025,70,Estimated,2,1,0,0,0.1268,0.78,90,Short Term
"209-8011",7R : Rural Local,32.024539,-82.549754,2025,130,Estimated,8,0,0.882,0,0.1475,0.55,160,Short Term
"209-8018",7R : Rural Local,32.318200,-82.532400,2025,200,Estimated,6,5,0,0,0.105,0.62,280,Short Term
"209-8019",6R : Rural Minor Collector,32.305400,-82.500800,2025,90,Estimated,13,1,7.384,0,0.1712,0.59,110,Short Term
"209-8020",6R : Rural Minor Collector,32.309926,-82.488056,2025,190,Estimated,16,27,0.571,0.571,0.0971,0.8,440,Short Term
"209-8021",6R : Rural Minor Collector,32.316774,-82.464230,2025,170,Estimated,13,24,0.645,1.935,0.1419,0.8,210,Short Term
"209-8022",7R : Rural Local,32.314400,-82.448400,2025,180,Estimated,27,5,2.273,0.568,0.1421,0.52,240,Short Term
"209-8023",7R : Rural Local,32.263600,-82.438886,2025,230,Estimated,15,4,,,0.116,0.64,290,Short Term
"209-8024",7R : Rural Local,32.249630,-82.451570,2025,440,Estimated,40,13,0.464,0,0.1091,0.51,600,Short Term
"209-8025",6R : Rural Minor Collector,32.245216,-82.578929,2025,140,Estimated,9,1,0,0,0.1339,0.8,180,Short Term
"209-8026",6R : Rural Minor Collector,32.282900,-82.570800,2025,90,Estimated,7,1,0,0,0.1966,0.56,110,Short Term
"209-8027",7R : Rural Local,32.124123,-82.490621,2025,50,Estimated,10,0,0.116,,0.2388,0.77,60,Short Term
"209-8028",7R : Rural Local,31.999924,-82.542810,2025,140,Estimated,10,20,0.699,2.098,0.1608,0.52,230,Short Term
"209-8029",7R : Rural Local,32.148898,-82.601331,2025,150,Estimated,15,0,0.754,0,0.1055,0.64,190,Short Term
"209-8030",7R : Rural Local,32.113973,-82.585689,2025,160,Estimated,9,3,0.617,0,0.142,0.65,200,Short Term
"209-8031",7R : Rural Local,32.086493,-82.575973,2025,150,Estimated,9,3,0.671,0.671,0.1477,0.68,190,Short Term
"211-0101",4R : Rural Minor Arterial,33.625277,-83.648658,2025,3620,Estimated,206,232,,,0.0933,0.52,6160,Short Term
"211-0103",4R : Rural Minor Arterial,33.622847,-83.616204,2025,2940,Estimated,257,112,1.117,0.698,0.1159,0.72,4340,Short Term
"211-0105",4R : Rural Minor Arterial,33.622161,-83.609960,2025,3310,Estimated,,,,,0.097,0.56,4220,Short Term
"211-0107",4R : Rural Minor Arterial,33.600055,-83.560641,2025,3440,Estimated,189,80,0.507,0.119,0.099,0.64,4840,Short Term
"211-0112",4R : Rural Minor Arterial,33.585936,-83.507435,2025,4280,Estimated,133,97,,,0.1394,0.84,5950,Short Term
"211-0114",4R : Rural Minor Arterial,33.581357,-83.491265,2025,6550,Estimated,444,97,0.642,0.078,0.0976,0.78,10600,Short Term
"211-0116",4R : Rural Minor Arterial,33.581144,-83.488587,2025,8550,Estimated,620,275,0.598,0.183,0.0972,0.57,13200,Short Term
"211-0118",3R : Rural Principal Arterial - Other,33.587156,-83.476677,2025,17800,Estimated,993,380,0.357,0.161,0.0831,0.5,22400,Short Term
"211-0121",3R : Rural Principal Arterial - Other,33.591757,-83.471984,2025,16300,Actual,696,318,0.233,0.086,0.0854,0.52,20500,Short Term
"211-0123",3R : Rural Principal Arterial - Other,33.599130,-83.464521,2025,8720,Estimated,612,249,0.812,0.235,0.1015,0.59,11000,Short Term
"211-0127",3R : Rural Principal Arterial - Other,33.607554,-83.454473,2025,5890,Estimated,416,189,0.758,0.253,0.1031,0.54,7420,Short Term
"211-0129",4R : Rural Minor Arterial,33.599150,-83.413680,2025,3490,Estimated,287,276,1.107,0.479,0.1098,0.57,4830,Short Term
"211-0132",4R : Rural Minor Arterial,33.601260,-83.399300,2025,3260,Estimated,238,267,0.652,0.391,0.0959,0.54,4610,Short Term
"211-0134",3R : Rural Principal Arterial - Other,33.474571,-83.428074,2025,12500,Estimated,774,1371,0.496,0.478,0.0953,0.53,20100,Short Term
"211-0136",3R : Rural Principal Arterial - Other,33.512773,-83.447332,2025,11200,Estimated,923,1506,0.714,0.787,0.0825,0.51,14100,Short Term
"211-0138",3R : Rural Principal Arterial - Other,33.538523,-83.460807,2025,13100,Estimated,885,903,0.542,0.422,0.0901,0.54,17800,Short Term
"211-0141",3R : Rural Principal Arterial - Other,33.559431,-83.476722,2025,21000,Estimated,910,2543,0.176,0.498,0.0779,0.51,26900,Short Term
"211-0142",3R : Rural Principal Arterial - Other,33.571949,-83.477374,2025,13800,Estimated,579,70,0.402,0.03,0.0955,0.51,17400,Short Term
"211-0143",3R : Rural Principal Arterial - Other,33.583550,-83.477624,2025,12000,Estimated,554,244,0.333,0.102,0.0832,0.53,15100,Short Term
"211-0147",3R : Rural Principal Arterial - Other,33.646777,-83.447707,2025,11900,Estimated,527,1004,0.368,0.5,0.0875,0.55,19600,Short Term
"211-0149",3R : Rural Principal Arterial - Other,33.670022,-83.444203,2025,10600,Estimated,771,1146,0.463,0.608,0.08,0.51,17100,Short Term
"211-0152",3R : Rural Principal Arterial - Other,33.703819,-83.442745,2025,7610,Estimated,543,972,0.686,0.713,0.0897,0.55,9590,Short Term
"211-0154",4R : Rural Minor Arterial,33.580555,-83.479148,2025,3590,Estimated,,,,,0.1053,0.51,4690,Short Term
"211-0156",4R : Rural Minor Arterial,33.459723,-83.550545,2025,3150,Estimated,,,,,0.0902,0.55,4790,Short Term
"211-0158",4R : Rural Minor Arterial,33.496935,-83.553231,2025,3860,Actual,431,437,0.933,0.596,0.0951,0.59,7810,Short Term
"211-0161",4R : Rural Minor Arterial,33.537960,-83.516736,2025,4540,Estimated,387,372,0.565,0.407,0.0872,0.51,8180,Short Term
"211-0163",4R : Rural Minor Arterial,33.568024,-83.494321,2025,6660,Estimated,479,229,0.361,0.251,0.1032,0.62,11500,Short Term
"211-0165",5R : Rural Major Collector,33.596910,-83.469939,2025,7820,Estimated,503,175,0.505,0.104,0.0851,0.54,9850,Short Term
"211-0167",5R : Rural Major Collector,33.613871,-83.480272,2025,4570,Estimated,305,213,0.658,0.318,0.101,0.62,6310,Short Term
"211-0169",5R : Rural Major Collector,33.636924,-83.489907,2025,4290,Estimated,310,183,0.704,0.261,0.0905,0.6,6050,Short Term
"211-0172",5R : Rural Major Collector,33.685297,-83.501171,2025,3360,Actual,280,206,1.034,0.219,0.1001,0.55,4830,Short Term
"211-0174",5R : Rural Major Collector,33.720306,-83.498036,2025,2550,Estimated,,,,,0.0869,0.59,5220,Short Term
"211-0178",5R : Rural Major Collector,33.734827,-83.511204,2025,3540,Estimated,334,236,0.914,0.4,0.1014,0.52,6150,Short Term
"211-0181",5R : Rural Major Collector,33.744380,-83.523454,2025,3550,Estimated,188,174,0.351,0.223,0.0984,0.52,5080,Short Term
"211-0183",5R : Rural Major Collector,33.752056,-83.532761,2025,3130,Estimated,,,,,0.0995,0.62,5410,Short Term
"211-0185",5R : Rural Major Collector,33.487733,-83.571116,2025,430,Actual,32,10,0.922,0.23,0.1129,0.55,930,Short Term
"211-0189",5R : Rural Major Collector,33.482885,-83.566792,2025,310,Estimated,,,,,0.1245,0.56,430,Short Term
"211-0192",5R : Rural Major Collector,33.451717,-83.538636,2025,270,Estimated,29,10,0.763,0,0.0992,0.62,340,Short Term
"211-0194",5R : Rural Major Collector,33.447838,-83.507165,2025,470,Actual,64,28,0.434,1.084,0.1165,0.54,590,Short Term
"211-0196",1R : Rural Principal Arterial - Interstate,33.600600,-83.653500,2025,41300,Calculated,,,,,,,55000,Short Term
"211-0198",1R : Rural Principal Arterial - Interstate,33.576100,-83.567700,2025,41500,Calculated,,,,,,,55700,Short Term
"211-0201",1R : Rural Principal Arterial - Interstate,33.557500,-83.491200,2025,40700,Calculated,,,,,,,54600,Short Term
"211-0203",1R : Rural Principal Arterial - Interstate,33.555610,-83.457760,2025,35900,Actual,1023,6972,0.226,1.125,0.1096,0.55,47800,CCS
"211-0205",1R : Rural Principal Arterial - Interstate,33.540000,-83.315700,2025,34800,Calculated,,,,,,,48300,Short Term
"211-0207",5R : Rural Major Collector,33.554019,-83.539865,2025,360,Estimated,14,3,0.281,0.281,0.1292,0.59,560,Short Term
"211-0212",5R : Rural Major Collector,33.567559,-83.660668,2025,1130,Estimated,121,30,1.027,0.187,0.1185,0.67,1800,Short Term
"211-0214",5R : Rural Major Collector,33.583162,-83.641802,2025,1360,Estimated,95,16,0.297,0.074,0.1297,0.62,2340,Short Term
"211-0216",5R : Rural Major Collector,33.602504,-83.624676,2025,1230,Estimated,99,41,1.815,1.403,0.2541,0.77,1550,Short Term
"211-0218",5R : Rural Major Collector,33.620294,-83.611804,2025,790,Estimated,75,20,0.513,0,0.0988,0.62,1000,Short Term
"211-0221",5R : Rural Major Collector,33.623934,-83.612085,2025,2190,Estimated,,,,,0.0977,0.55,3530,Short Term
"211-0223",5R : Rural Major Collector,33.630478,-83.609210,2025,1100,Estimated,,,,,0.104,0.55,1390,Short Term
"211-0227",5R : Rural Major Collector,33.681429,-83.590442,2025,2630,Estimated,255,59,1.185,0.158,0.1193,0.53,5360,Short Term
"211-0229",5R : Rural Major Collector,33.690172,-83.586907,2025,870,Estimated,91,15,1.05,0.233,0.0922,0.54,1250,Short Term
"211-0232",5R : Rural Major Collector,33.677924,-83.566559,2025,460,Estimated,,,,,0.0984,0.54,620,Short Term
"211-0233",5R : Rural Major Collector,33.685673,-83.579350,2025,710,Estimated,39,11,1.135,0,0.1163,0.5,900,Short Term
"211-0236",6R : Rural Minor Collector,33.560772,-83.565689,2025,870,Estimated,84,13,1.196,0.239,0.1148,0.63,1170,Short Term
"211-0238",5R : Rural Major Collector,33.584885,-83.498467,2025,190,Estimated,,,,,0.1309,0.58,310,Short Term
"211-0241",5R : Rural Major Collector,33.601784,-83.536579,2025,760,Estimated,,,,,0.1056,0.52,960,Short Term
"211-0243",5R : Rural Major Collector,33.588698,-83.480121,2025,700,Estimated,,,,,0.114,0.82,880,Short Term
"211-0245",5R : Rural Major Collector,33.664403,-83.610825,2025,440,Estimated,,,,,0.1227,0.6,550,Short Term
"211-0247",5R : Rural Major Collector,33.703778,-83.544931,2025,2630,Estimated,227,45,0.961,0.308,0.12,0.53,5580,Short Term
"211-0252",5R : Rural Major Collector,33.714122,-83.560337,2025,680,Estimated,63,16,1.499,0.15,0.1259,0.52,1290,Short Term
"211-0254",5R : Rural Major Collector,33.686723,-83.533319,2025,820,Estimated,87,19,0.614,0.246,0.1032,0.6,1030,Short Term
"211-0256",5R : Rural Major Collector,33.672027,-83.529010,2025,1100,Actual,79,36,0.272,0.454,0.1108,0.57,1870,Short Term
"211-0258",5R : Rural Major Collector,33.722908,-83.566299,2025,570,Estimated,58,14,1.241,0,0.0975,0.53,720,Short Term
"211-0261",6R : Rural Minor Collector,33.739883,-83.500863,2025,1580,Estimated,,,,,0.118,0.6,3680,Short Term
"211-0263",5R : Rural Major Collector,33.730871,-83.501727,2025,810,Estimated,99,16,1.87,0.374,0.116,0.54,1470,Short Term
"211-0265",5R : Rural Major Collector,33.709312,-83.465989,2025,1080,Estimated,,,,,0.1065,0.54,2120,Short Term
"211-0267",6R : Rural Minor Collector,33.542246,-83.317194,2025,1570,Estimated,123,83,,,0.1037,0.53,2110,Short Term
"211-0269",5R : Rural Major Collector,33.577754,-83.376954,2025,2170,Estimated,,,,,0.1296,0.67,3560,Short Term
"211-0272",6R : Rural Minor Collector,33.528653,-83.405964,2025,660,Estimated,,,,,0.1099,0.54,1050,Short Term
"211-0274",6R : Rural Minor Collector,33.532435,-83.423947,2025,2020,Estimated,124,40,0.55,0.1,0.1071,0.53,4120,Short Term
"211-0276",6R : Rural Minor Collector,33.569607,-83.450659,2025,2510,Actual,186,48,0.479,0.16,0.105,0.52,5460,Short Term
"211-0278",6R : Rural Minor Collector,33.589600,-83.462400,2025,2380,Estimated,83,5,0.552,0,0.0938,0.56,3000,Short Term
"211-0281",5R : Rural Major Collector,33.461427,-83.484132,2025,440,Estimated,42,36,0.928,0.464,0.1114,0.67,550,Short Term
"211-0283",5R : Rural Major Collector,33.528377,-83.374216,2025,490,Estimated,67,29,0.426,1.277,0.0958,0.58,620,Short Term
"211-0287",5R : Rural Major Collector,33.560355,-83.362094,2025,2370,Estimated,106,37,0.47,0.043,0.1077,0.64,3660,Short Term
"211-0292",5R : Rural Major Collector,33.625139,-83.609846,2025,360,Estimated,,,,,0.1622,0.58,450,Short Term
"211-0314",5R : Rural Major Collector,33.813693,-83.509387,2025,4380,Actual,289,162,0.502,0.028,0.112,0.52,7450,Short Term
"211-0316",5R : Rural Major Collector,33.484448,-83.563138,2025,340,Estimated,,,,,0.1032,0.69,640,Short Term
"211-0318",3R : Rural Principal Arterial - Other,33.570627,-83.465072,2025,13600,Estimated,733,1229,0.543,0.377,0.0893,0.55,21400,Short Term
"211-0321",3R : Rural Principal Arterial - Other,33.585808,-83.446703,2025,11600,Actual,918,1212,0.701,0.813,0.1017,0.61,21200,Short Term
"211-0323",3R : Rural Principal Arterial - Other,33.607163,-83.450670,2025,9880,Estimated,880,1229,0.955,0.602,0.0999,0.64,14200,Short Term
"211-0325",5R : Rural Major Collector,33.654292,-83.449200,2025,950,Estimated,,,,,0.1253,0.73,1870,Short Term
"211-0327",5R : Rural Major Collector,33.714849,-83.496794,2025,730,Estimated,61,16,0.553,0.553,0.112,0.54,1040,Short Term
"211-7517",5R : Rural Major Collector,33.450247,-83.507930,2025,590,Estimated,60,20,0.995,0.498,0.1096,0.62,1360,Short Term
"211-8001",7R : Rural Local,33.724777,-83.524478,2025,160,Estimated,20,3,1.307,0.654,0.1503,0.52,210,Short Term
"211-8003",7R : Rural Local,33.603396,-83.510945,2025,620,Estimated,66,12,1.297,0,0.1151,0.62,930,Short Term
"211-8007",7R : Rural Local,33.580923,-83.476869,2025,310,Estimated,15,2,0.331,0,0.1291,0.64,390,Short Term
"211-8009",7R : Rural Local,33.516180,-83.370728,2025,70,Estimated,2,3,0,0,0.1151,0.63,90,Short Term
"211-8013",7R : Rural Local,33.705810,-83.489591,2025,190,Actual,17,5,0.532,0.532,0.1489,0.64,240,Short Term
"211-8015",6R : Rural Minor Collector,33.570500,-83.603400,2025,710,Estimated,,,,,0.1252,0.53,1050,Short Term
"211-8019",7R : Rural Local,33.585038,-83.471324,2025,390,Estimated,,,,,0.1278,0.52,550,Short Term
"211-8024",7R : Rural Local,33.712842,-83.481977,2025,110,Actual,21,2,5.607,0.935,0.1682,0.56,160,Short Term
"211-8026",7R : Rural Local,33.578200,-83.552140,2025,510,Actual,30,6,0.394,0.197,0.1302,0.55,640,Short Term
"211-8027",7R : Rural Local,33.591393,-83.485704,2025,80,Estimated,5,1,1.25,0,0.15,0.58,100,Short Term
"211-8028",7R : Rural Local,33.633135,-83.516764,2025,440,Estimated,22,3,0.463,0.231,0.1157,0.8,570,Short Term
