"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Atlanta Police Department","2022-01-01","Lee St Sw and Park St Sw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Sideswipe-Same Direction","Park St Sw","Dry","01:00:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.741823,-84.413944,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-01","Boulevard Se and Delmar Ave Se","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Rear End","Delmar Ave Se","Dry","18:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.732144,-84.368297,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-01","Edwin Pl Nw and Donald Lee Hollowell Pkwy Nw","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","Donald Lee Hollowell Pkwy Nw","Dry","02:55:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.776373,-84.449325,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-01","I-75 S and W Paces Ferry Rd Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","W Paces Ferry Rd Nw","Wet","14:00:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.848805,-84.431046,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","2022-01-01","Monroe Dr Ne and Montgomery Ferry Dr Ne","(A) Suspected Serious Injury","Dark-Lighted","Off Roadway","Not a Collision with Motor Vehicle","Monroe Dr Ne","Dry","05:25:00","[""Unknown"",""Unknown""]","Cloudy",0,33.801973,-84.372387,"Atlanta","FULTON","Other Post/ Pole Support","[""Driver Lost Control"",""Driver Condition""]","Other Post / Pole Support"
0,0,"Atlanta Police Department","2022-01-01","I-85 S and Piedmont Rd Ne","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","Piedmont Rd Ne","Dry","01:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.813993,-84.366645,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-01","I-285 S and Greenbriar Pkwy Sw","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Non-Intersection","Angle Crash","Greenbriar Pkwy Sw","Wet","02:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Fog",0,33.684585,-84.500097,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-01","Wilson Ave Nw and Larchwood Rd Sw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Larchwood Rd Sw","Dry","02:00:00","[""Unknown"",""Unknown""]","Clear",0,33.750286,-84.456825,"Atlanta","FULTON","Motor Vehicle in Motion",,"Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-01-01","Boss St Nw and Marietta St Nw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Boss St Nw","Wet","03:55:00","[""Unknown"",""Unknown""]","Clear",0,33.774306,-84.405956,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,2,"Atlanta Police Department","2022-01-01","None and I-20","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-20","Dry","00:45:00","[""Unknown"",""Unknown""]","Cloudy",0,33.747996,-84.440086,"Atlanta","FULTON","Other Non-Collision","Driver Lost Control","Median Barrier"
1,0,"Atlanta Police Department","2022-01-01","None and Stone Hogan Conn Sw","(A) Suspected Serious Injury","Dark-Not Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Stone Hogan Conn Sw","Dry","00:05:00","[""Lap and Shoulder Belt Used"",""Unknown"",""None Used""]","Cloudy",0,33.677001,-84.497024,"Atlanta","FULTON","[""Pedestrian"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","Pedestrian"
0,0,"Atlanta Police Department","2022-01-01","Pryor St Sw and Mitchell St Sw","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Mitchell St Sw","Dry","09:05:00","Lap and Shoulder Belt Used","Cloudy",0,33.750283,-84.391835,"Atlanta","FULTON","Other Non-Collision","[""Under the Influence (U.I.)"",""Improper Turn""]","Tree"
0,0,"Atlanta Police Department","2022-01-01","Pharr Rd Nw and Peachtree Rd Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Rear End","Peachtree Rd Ne","Dry","18:00:00","[""Unknown"",""Unknown""]","Clear",0,33.837614,-84.381174,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,2,"Atlanta Police Department","2022-01-01","None and I-85","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-85","Dry","03:03:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.800455,-84.390227,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","2022-01-01","Ga-400 and Lindbergh Dr Ne","(K) Fatal Injury","Dark-Lighted","Entrance/Exit Ramp","Not a Collision with Motor Vehicle","Ga-400","Dry","03:05:00","[""Unknown"",""Unknown""]","Clear",1,33.820271,-84.361234,"Atlanta","FULTON","Median Barrier","Under the Influence (U.I.)","Fire/Explosion"
0,0,"Atlanta Police Department","2022-01-01","Windsor St Sw and University Ave Sw","(O) No Injury","Daylight","On Shoulder","Not a Collision with Motor Vehicle","University Ave Sw","Dry","15:00:00","[""None Used"",""None Used""]","Clear",0,33.722121,-84.398038,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-85 Exit 76 Rp","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Angle Crash","I-85 Exit 76 Rp","Wet","10:44:00","[""Unknown"",""Unknown""]","Rain",0,33.682972,-84.410379,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Too Fast for Conditions","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","Monroe Dr Ne and Wimbledon Rd Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Wimbledon Rd Ne","Wet","13:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.806752,-84.375301,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","Fair St Sw and Northside Dr Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Angle Crash","Northside Dr Sw","Wet","15:25:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Cloudy",0,33.749174,-84.404354,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Improper Turn""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-20","(O) No Injury","Dark-Lighted","Entrance/Exit Ramp","Sideswipe-Same Direction","I-20","Water (standing or moving)","23:45:00","[""Unknown"",""Unknown""]","Cloudy",0,33.74299,-84.403274,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","10Th St Ne and W Peachtree St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","W Peachtree St Nw","Wet","16:05:00","[""Unknown"",""Unknown"",""Unknown""]","Cloudy",0,33.781507,-84.387879,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-75","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-75","Wet","15:00:00","[""Unknown"",""Unknown""]","Rain",0,33.743619,-84.391571,"Atlanta","FULTON","Motor Vehicle in Motion","Too Fast for Conditions","Motor Vehicle in Motion"
0,0,"Gsp Post 00","2022-01-02","Elm St and Joseph E Boone Blvd","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","Joseph E Boone Blvd","Wet","14:20:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Rain",0,33.763442,-84.408866,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-01-02","I-7585 Sb and 17Th Street","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 Sb","Wet","14:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.75895,-84.387598,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","16Th St Nw and Market St Nw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Driveway Intersection","Rear End","Market St Nw","Dry","20:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.790094,-84.395136,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","Banks Ave Sw and Metropolitan Pkwy Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Banks Ave Sw","Wet","07:30:00","Unknown","Rain",0,33.697717,-84.418919,"Atlanta","FULTON","Other Non-Collision",,"Guard Rail Fence"
0,0,"Atlanta Police Department","2022-01-02","None and I-20","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-20","Wet","18:25:00","[""Unknown"",""Unknown""]","Clear",0,33.742505,-84.403767,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","Peachtree St Ne and W Peachtree St Nw","(O) No Injury","Dark-Lighted","On Roadway - Driveway Intersection","Angle Crash","Peachtree St Ne","Water (standing or moving)","17:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.79453,-84.387635,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","Maynard Ter Se and Memorial Dr Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Rear End","Memorial Dr Se","Wet","12:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.747481,-84.333371,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Inattentive or Other Distraction (Distracted)"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","I-75 and Spring St Nw","(O) No Injury","Daylight","Off Roadway","Not a Collision with Motor Vehicle","I-75","Wet","08:14:00","Lap and Shoulder Belt Used","Cloudy",0,33.767087,-84.388747,"Atlanta","FULTON","Other - Fixed Object",,"Other - Fixed Object"
0,0,"Atlanta Police Department","2022-01-02","Spring St Nw and Peachtree Pl Nw","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Sideswipe-Same Direction","Spring St Nw","Wet","22:35:00","[""Unknown"",""Unknown""]","Rain",0,33.780162,-84.388927,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-85","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-85","Wet","13:57:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.684203,-84.407672,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and Peyton Rd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Opposite Direction","Peyton Rd Sw","Water (standing or moving)","12:13:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.747443,-84.477025,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Driver Lost Control","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","I-75 and Exit 241","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-75","Water (standing or moving)","05:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.677303,-84.397734,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Exceeding Speed Limit","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-85","(O) No Injury","Daylight","On Shoulder","Not a Collision with Motor Vehicle","I-85","Wet","09:26:00","Unknown","Rain",0,33.682589,-84.410884,"Atlanta","FULTON","Motor Vehicle in Motion","Too Fast for Conditions","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-01-02","None and I-85 Exit 77 Rp","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-85 Exit 77 Rp","Water (standing or moving)","10:15:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Rain",0,33.685241,-84.404665,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","I-75 and Northside Dr Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","I-75","Wet","16:00:00","[""Unknown"",""Unknown"",""Unknown""]","Cloudy",0,33.803233,-84.408242,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","None and I-75","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-75","Water (standing or moving)","12:15:00","[""Unknown"",""Unknown"",""Unknown""]","Rain",0,33.775812,-84.390777,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","2022-01-02","None and I-285","(A) Suspected Serious Injury","Dark-Not Lighted","Off Roadway","Not a Collision with Motor Vehicle","I-285","Wet","22:00:00","Lap and Shoulder Belt Used","Rain",0,33.677186,-84.499344,"Atlanta","FULTON","Other Non-Collision",,"Tree"
0,0,"Atlanta Police Department","2022-01-02","None and Wilson Mill Rd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Wilson Mill Rd Sw","Water (standing or moving)","16:30:00","Lap and Shoulder Belt Used","Cloudy",0,33.755774,-84.514495,"Atlanta","FULTON","Other Non-Collision",,"Tree"
0,0,"Atlanta Police Department","2022-01-02","I-20 E and Bill Kennedy Way Se","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Bill Kennedy Way Se","Wet","22:50:00","Unknown","Rain",0,33.743383,-84.358213,"Atlanta","FULTON","Motor Vehicle in Motion",,"Motor Vehicle in Motion"
0,0,"Gsp Post 00","2022-01-02","None and I-20 W Ramp To I-7585 South","(O) No Injury","Daylight","Off Roadway","Not a Collision with Motor Vehicle","I-20 W Ramp To I-7585 South","Wet","14:30:00","[""Unknown"",""Unknown""]","Cloudy",0,33.744713,-84.39194,"Atlanta","FULTON","Guard Rail End",,"Guard Rail End"
0,1,"Atlanta Police Department","2022-01-02","None and I-75","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-75","Wet","18:52:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Rain",0,33.750527,-84.381661,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","I-75 and Northside Pkwy","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","I-75","Water (standing or moving)","08:00:00","[""Unknown"",""Unknown""]","Rain",0,33.86085,-84.436097,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-01-02","I-85 and 17Th St Nw","(C) Possible Injury / Complaint","Dark-Lighted","Entrance/Exit Ramp","Sideswipe-Same Direction","I-85","Dry","01:30:00","[""Unknown"",""Unknown""]","Clear",0,33.784707,-84.390832,"Atlanta","FULTON","[""Highway Traffic Sign Post"",""Highway Traffic Sign Post""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","2022-01-02","None and I-285","(B) Suspected Minor/Visible Injury","Daylight","Off Roadway","Not a Collision with Motor Vehicle","I-285","Wet","11:19:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.762101,-84.492659,"Atlanta","FULTON","Motor Vehicle in Motion","[""Too Fast for Conditions"",""Inattentive or Other Distraction (Distracted)""]","Motor Vehicle in Motion"
